"set" "map" "mkr" "phys" "gen"
"Hordeum vulgare" "chr4H" "11_20178" 568274420 95.22
"Hordeum vulgare" "chr4H" "11_20765" 569191770 95.77
"Hordeum vulgare" "chr4H" "11_20358" 569327522 96.42
"Hordeum vulgare" "chr4H" "11_11398" 570128529 97.05
"Hordeum vulgare" "chr4H" "11_10751" 572108882 97.05
"Hordeum vulgare" "chr4H" "11_10588" 572155067 97.52
"Hordeum vulgare" "chr4H" "12_30138" 575625272 98.7
"Hordeum vulgare" "chr4H" "11_20384" 575853428 99.36
"Hordeum vulgare" "chr4H" "11_20732" 576872534 100.23
"Hordeum vulgare" "chr4H" "12_30232" 578213991 100.97
"Hordeum vulgare" "chr4H" "11_10785" 579673993 102.93
"Hordeum vulgare" "chr4H" "12_30584" 581127247 105.17
"Hordeum vulgare" "chr4H" "12_30718" 583443881 102.26
"Hordeum vulgare" "chr4H" "12_10271" 583972405 102.93
"Hordeum vulgare" "chr4H" "11_20838" 584593162 107.14
"Hordeum vulgare" "chr4H" "12_10824" 585027140 102.93
"Hordeum vulgare" "chr4H" "12_30554" 585418756 102.93
"Hordeum vulgare" "chr4H" "12_30114" 585422614 107.68
"Hordeum vulgare" "chr4H" "11_21243" 585509892 107.68
"Hordeum vulgare" "chr4H" "12_30117" 585614224 108.34
"Hordeum vulgare" "chr4H" "12_10666" 586892264 109.65
"Hordeum vulgare" "chr4H" "11_20762" 586892488 109
"Hordeum vulgare" "chr4H" "11_11292" 587107156 109.65
"Hordeum vulgare" "chr4H" "12_30158" 587295608 109.65
"Hordeum vulgare" "chr4H" "11_20119" 587482042 109.65
"Hordeum vulgare" "chr4H" "11_11470" 588403601 111.13
"Hordeum vulgare" "chr4H" "12_11183" 588482165 111.81
"Hordeum vulgare" "chr4H" "12_30539" 588596928 111.81
"Hordeum vulgare" "chr4H" "11_20515" 588881855 112.22
"Hordeum vulgare" "chr4H" "11_20454" 589200246 111.13
"Hordeum vulgare" "chr4H" "12_30988" 589324235 111.81
"Hordeum vulgare" "chr4H" "12_30990" 589325404 111.81
"Hordeum vulgare" "chr4H" "12_11139" 589327221 111.81
"Hordeum vulgare" "chr4H" "11_10614" 589332065 111.81
"Hordeum vulgare" "chr4H" "11_10510" 589400997 112.88
"Hordeum vulgare" "chr4H" "11_10334" 589861761 113.95
"Hordeum vulgare" "chr4H" "11_21111" 589985745 113.95
"Hordeum vulgare" "chr4H" "12_31139" 590518072 114.61
"Hordeum vulgare" "chr4H" "11_20044" 590807547 115.37
"Hordeum vulgare" "chr4H" "11_20974" 593092631 116.68
"Hordeum vulgare" "chr4H" "12_11194" 593585334 117.61
"Hordeum vulgare" "chr4H" "12_30385" 594329505 118.31
"Hordeum vulgare" "chr4H" "12_20237" 594479885 130.81
"Hordeum vulgare" "chr4H" "12_11233" 595222212 130.81
"Hordeum vulgare" "chr4H" "11_10123" 595536671 130.81
"Hordeum vulgare" "chr4H" "11_10712" 595587676 132.78
"Hordeum vulgare" "chr4H" "12_31138" 595880903 118.95
"Hordeum vulgare" "chr4H" "11_11299" 596664011 119.62
"Hordeum vulgare" "chr4H" "12_11235" 597082845 133.52
"Hordeum vulgare" "chr4H" "11_20701" 597105440 133.52
"Hordeum vulgare" "chr4H" "11_21035" 597533533 134.55
"Hordeum vulgare" "chr4H" "11_10611" 597633575 135.58
"Hordeum vulgare" "chr4H" "12_30146" 597883192 135.58
"Hordeum vulgare" "chr4H" "11_10697" 598031811 135.58
"Hordeum vulgare" "chr4H" "11_21210" 599146266 138.7
"Hordeum vulgare" "chr4H" "11_21534" 599426212 138.7
"Hordeum vulgare" "chr4H" "11_10269" 600704001 138.7
"Hordeum vulgare" "chr4H" "11_20224" 600781885 138.7
"Hordeum vulgare" "chr4H" "11_20007" 602053931 139.32
"Hordeum vulgare" "chr4H" "12_21450" 602112371 139.32
"Hordeum vulgare" "chr4H" "11_10610" 602228904 139.97
"Hordeum vulgare" "chr4H" "12_30476" 602249110 139.97
"Hordeum vulgare" "chr4H" "11_11186" 603127028 144.4
"Hordeum vulgare" "chr4H" "11_20272" 603438480 141.29
"Hordeum vulgare" "chr4H" "12_30873" 604216400 142.6
"Hordeum vulgare" "chr4H" "12_30824" 606085367 146.48
"Hordeum vulgare" "chr4H" "12_30825" 606085905 146.48
"Hordeum vulgare" "chr4H" "11_11019" 606088027 146.48
"Hordeum vulgare" "chr4H" "11_20089" 606215744 145.7
"Hordeum vulgare" "chr4H" "11_20013" 606509306 146.48
"Hordeum vulgare" "chr4H" "12_31422" 607158858 144.09
"Hordeum vulgare" "chr4H" "11_10387" 607645778 130.81
"Hordeum vulgare" "chr4H" "12_30006" 608567217 130.81
"Hordeum vulgare" "chr4H" "11_20668" 608690069 145.7
"Hordeum vulgare" "chr4H" "12_30239" 609512273 143.35
"Hordeum vulgare" "chr5H" "12_30543" 338140 1.91
"Hordeum vulgare" "chr5H" "11_20894" 743040 1.26
"Hordeum vulgare" "chr5H" "11_20553" 1331242 1.91
"Hordeum vulgare" "chr5H" "12_30984" 2143192 3.41
"Hordeum vulgare" "chr5H" "12_30983" 2143828 4.15
"Hordeum vulgare" "chr5H" "12_30980" 2223177 1.91
"Hordeum vulgare" "chr5H" "12_30979" 2223325 4.15
"Hordeum vulgare" "chr5H" "11_20226" 2223755 1.91
"Hordeum vulgare" "chr5H" "12_30975" 2253681 4.15
"Hordeum vulgare" "chr5H" "12_30976" 2253978 1.91
"Hordeum vulgare" "chr5H" "12_30977" 2254542 4.15
"Hordeum vulgare" "chr5H" "12_31023" 2353450 4.15
"Hordeum vulgare" "chr5H" "12_30591" 2656578 6.36
"Hordeum vulgare" "chr5H" "11_21221" 3415433 6.36
"Hordeum vulgare" "chr5H" "11_20206" 3450995 7.26
"Hordeum vulgare" "chr5H" "11_21202" 3635587 7.84
"Hordeum vulgare" "chr5H" "12_31094" 4913630 11.45
"Hordeum vulgare" "chr5H" "11_20010" 5383093 12.8
"Hordeum vulgare" "chr5H" "12_30714" 5973261 13.83
"Hordeum vulgare" "chr5H" "11_21365" 6906990 16.15
"Hordeum vulgare" "chr5H" "11_10695" 7863226 19.82
"Hordeum vulgare" "chr5H" "12_30167" 8387796 20.48
"Hordeum vulgare" "chr5H" "11_21065" 8593956 21.14
"Hordeum vulgare" "chr5H" "11_20873" 8993175 21.14
"Hordeum vulgare" "chr5H" "11_21426" 8997529 21.68
"Hordeum vulgare" "chr5H" "12_30531" 10112592 22.71
"Hordeum vulgare" "chr5H" "11_11048" 10988402 24.76
"Hordeum vulgare" "chr5H" "11_20386" 12125541 24.76
"Hordeum vulgare" "chr5H" "11_21324" 12274572 25.42
"Hordeum vulgare" "chr5H" "11_10688" 14604406 28.98
"Hordeum vulgare" "chr5H" "12_10530" 14924764 27.91
"Hordeum vulgare" "chr5H" "12_20576" 14977702 25.49
"Hordeum vulgare" "chr5H" "12_10499" 15021138 28.98
"Hordeum vulgare" "chr5H" "11_10580" 17716456 29.9
"Hordeum vulgare" "chr5H" "11_10621" 20477797 31.2
"Hordeum vulgare" "chr5H" "12_30410" 21022573 31.2
"Hordeum vulgare" "chr5H" "11_20845" 22052469 33.55
"Hordeum vulgare" "chr5H" "11_20980" 22056575 33.55
"Hordeum vulgare" "chr5H" "11_20730" 22183589 33.71
"Hordeum vulgare" "chr5H" "11_21391" 22269926 33.55
"Hordeum vulgare" "chr5H" "11_20729" 23834239 37.23
"Hordeum vulgare" "chr5H" "12_11318" 24848399 34.69
"Hordeum vulgare" "chr5H" "12_20770" 25547048 35.88
"Hordeum vulgare" "chr5H" "12_30838" 26740848 35.39
"Hordeum vulgare" "chr5H" "12_10864" 26740873 35.39
"Hordeum vulgare" "chr5H" "12_30707" 27584068 36.72
"Hordeum vulgare" "chr5H" "11_20903" 30503091 38.78
"Hordeum vulgare" "chr5H" "11_20766" 30859474 38.78
"Hordeum vulgare" "chr5H" "11_10260" 34036242 38.78
"Hordeum vulgare" "chr5H" "11_20987" 35085405 38.78
"Hordeum vulgare" "chr5H" "11_20571" 36466027 38.78
"Hordeum vulgare" "chr5H" "12_30654" 36751334 38.78
"Hordeum vulgare" "chr5H" "11_10955" 41442945 38.78
"Hordeum vulgare" "chr5H" "12_31312" 41631869 38.78
"Hordeum vulgare" "chr5H" "12_31492" 44646443 38.78
"Hordeum vulgare" "chr5H" "11_11432" 44648936 38.78
"Hordeum vulgare" "chr5H" "12_30105" 49267050 38.78
"Hordeum vulgare" "chr5H" "12_31520" 54152588 42.41
"Hordeum vulgare" "chr5H" "12_31257" 60739376 39.48
"Hordeum vulgare" "chr5H" "12_21372" 60854223 39.48
"Hordeum vulgare" "chr5H" "12_31155" 66126324 40.14
"Hordeum vulgare" "chr5H" "11_11198" 67270044 40.14
"Hordeum vulgare" "chr5H" "12_10923" 67308599 40.14
"Hordeum vulgare" "chr5H" "11_21401" 67310506 40.14
"Hordeum vulgare" "chr5H" "11_20101" 73504657 41.45
"Hordeum vulgare" "chr5H" "11_21116" 77229587 42.41
"Hordeum vulgare" "chr5H" "12_30354" 81315475 41.45
"Hordeum vulgare" "chr5H" "11_21447" 84086832 41.45
"Hordeum vulgare" "chr5H" "12_31390" 87372063 41.45
"Hordeum vulgare" "chr5H" "12_30454" 90188819 41.45
"Hordeum vulgare" "chr5H" "12_31512" 91001022 41.45
"Hordeum vulgare" "chr5H" "11_10116" 95435635 41.45
"Hordeum vulgare" "chr5H" "11_20841" 96101741 41.45
"Hordeum vulgare" "chr5H" "12_30729" 106320470 41.45
"Hordeum vulgare" "chr5H" "12_11399" 107152679 42.41
"Hordeum vulgare" "chr5H" "11_20697" 107501757 41.87
"Hordeum vulgare" "chr5H" "12_31423" 112039849 41.45
"Hordeum vulgare" "chr5H" "12_30728" 114563269 42.41
"Hordeum vulgare" "chr5H" "11_20129" 115451507 42.41
"Hordeum vulgare" "chr5H" "12_30337" 116128563 42.41
"Hordeum vulgare" "chr5H" "11_21011" 130100665 42.41
"Hordeum vulgare" "chr5H" "11_10995" 130506378 42.41
"Hordeum vulgare" "chr5H" "11_20958" 138847965 42.41
"Hordeum vulgare" "chr5H" "11_21350" 150851714 42.41
"Hordeum vulgare" "chr5H" "12_30709" 159193422 42.41
"Hordeum vulgare" "chr5H" "12_30768" 164817432 42.41
"Hordeum vulgare" "chr5H" "11_10856" 177230712 42.41
"Hordeum vulgare" "chr5H" "12_30792" 178011673 42.41
"Hordeum vulgare" "chr5H" "11_10252" 180345495 42.41
"Hordeum vulgare" "chr5H" "11_10318" 185874594 42.41
"Hordeum vulgare" "chr5H" "11_10177" 193863498 42.41
"Hordeum vulgare" "chr5H" "11_10240" 198058259 42.41
"Hordeum vulgare" "chr5H" "11_21040" 200246142 42.41
"Hordeum vulgare" "chr5H" "11_20708" 206607817 42.41
"Hordeum vulgare" "chr5H" "11_10913" 210549575 42.41
"Hordeum vulgare" "chr5H" "11_10481" 215531333 42.41
"Hordeum vulgare" "chr5H" "11_11469" 231391488 42.41
"Hordeum vulgare" "chr5H" "11_20524" 240979401 42.41
"Hordeum vulgare" "chr5H" "11_20461" 242365707 42.41
"Hordeum vulgare" "chr5H" "12_30408" 245935576 42.41
"Hordeum vulgare" "chr5H" "11_21215" 248438822 42.41
"Hordeum vulgare" "chr5H" "12_31317" 252559565 42.41
"Hordeum vulgare" "chr5H" "12_11462" 253775561 42.41
"Hordeum vulgare" "chr5H" "11_10058" 254290547 42.41
"Hordeum vulgare" "chr5H" "12_31259" 261236076 42.41
"Hordeum vulgare" "chr5H" "11_10661" 276270306 42.41
"Hordeum vulgare" "chr5H" "12_30109" 294119050 42.41
"Hordeum vulgare" "chr5H" "12_30575" 306052867 42.41
"Hordeum vulgare" "chr5H" "11_11260" 312645866 43.15
"Hordeum vulgare" "chr5H" "11_21318" 323073204 44.23
"Hordeum vulgare" "chr5H" "11_20737" 323084298 47.04
"Hordeum vulgare" "chr5H" "12_30717" 323414141 42.41
"Hordeum vulgare" "chr5H" "11_11128" 324635567 47.47
"Hordeum vulgare" "chr5H" "11_11506" 324742037 47.68
"Hordeum vulgare" "chr5H" "12_30214" 327162712 44.89
"Hordeum vulgare" "chr5H" "12_30193" 328984081 42.41
"Hordeum vulgare" "chr5H" "11_20396" 329889773 45.64
"Hordeum vulgare" "chr5H" "12_20059" 330087065 45.64
"Hordeum vulgare" "chr5H" "11_21536" 331384464 46.38
"Hordeum vulgare" "chr5H" "12_31117" 331384779 46.38
"Hordeum vulgare" "chr5H" "12_10264" 331497098 47.04
"Hordeum vulgare" "chr5H" "11_20332" 331497125 49.16
"Hordeum vulgare" "chr5H" "11_21260" 331970005 49.16
"Hordeum vulgare" "chr5H" "12_10508" 332679237 47.04
"Hordeum vulgare" "chr5H" "11_20239" 333373016 47.47
"Hordeum vulgare" "chr5H" "12_10079" 338472045 50.53
"Hordeum vulgare" "chr5H" "11_20105" 342359031 49.83
"Hordeum vulgare" "chr5H" "12_30644" 349233605 50.53
"Hordeum vulgare" "chr5H" "11_20306" 350829473 50.53
"Hordeum vulgare" "chr5H" "12_30538" 352632099 50.53
"Hordeum vulgare" "chr5H" "12_31183" 353792403 50.53
"Hordeum vulgare" "chr5H" "11_11240" 354892901 51.51
"Hordeum vulgare" "chr5H" "12_11151" 358810861 51.51
"Hordeum vulgare" "chr5H" "12_30747" 361324227 50.53
"Hordeum vulgare" "chr5H" "11_20283" 362965962 51.51
"Hordeum vulgare" "chr5H" "11_20961" 363404136 51.51
"Hordeum vulgare" "chr5H" "12_10899" 363734560 51.51
"Hordeum vulgare" "chr5H" "12_20981" 366106041 51.51
"Hordeum vulgare" "chr5H" "12_10034" 366496682 51.51
"Hordeum vulgare" "chr5H" "12_11512" 366838078 51.51
"Hordeum vulgare" "chr5H" "11_20501" 369487497 51.51
"Hordeum vulgare" "chr5H" "12_31340" 372369099 51.51
"Hordeum vulgare" "chr5H" "12_31451" 373145439 51.51
"Hordeum vulgare" "chr5H" "12_11363" 377055084 51.51
"Hordeum vulgare" "chr5H" "12_30700" 378145037 50.53
"Hordeum vulgare" "chr5H" "11_10840" 378725354 50.53
"Hordeum vulgare" "chr5H" "12_31503" 379193806 50.53
"Hordeum vulgare" "chr5H" "11_10671" 379450509 50.53
"Hordeum vulgare" "chr5H" "12_30111" 386678511 51.51
"Hordeum vulgare" "chr5H" "12_31062" 387362397 51.51
"Hordeum vulgare" "chr5H" "12_31064" 387362517 51.51
"Hordeum vulgare" "chr5H" "11_21244" 390363699 51.51
"Hordeum vulgare" "chr5H" "11_21200" 394402295 51.51
"Hordeum vulgare" "chr5H" "11_11221" 395527388 51.51
"Hordeum vulgare" "chr5H" "12_11385" 395740403 52.86
"Hordeum vulgare" "chr5H" "11_21508" 395740693 52.86
"Hordeum vulgare" "chr5H" "11_11159" 399034996 52.86
"Hordeum vulgare" "chr5H" "12_10725" 400664453 52.86
"Hordeum vulgare" "chr5H" "12_31034" 401876382 52.86
"Hordeum vulgare" "chr5H" "12_31033" 401876681 52.86
"Hordeum vulgare" "chr5H" "12_30515" 403807382 51.51
"Hordeum vulgare" "chr5H" "12_30011" 404401211 52.86
"Hordeum vulgare" "chr5H" "12_11089" 408081428 52.86
"Hordeum vulgare" "chr5H" "11_20265" 408439377 53.84
"Hordeum vulgare" "chr5H" "11_21344" 411458563 53.84
"Hordeum vulgare" "chr5H" "11_11281" 422841442 54.77
"Hordeum vulgare" "chr5H" "11_20441" 424223224 54.77
"Hordeum vulgare" "chr5H" "12_30745" 424698777 55.44
"Hordeum vulgare" "chr5H" "11_20713" 427610427 56.77
"Hordeum vulgare" "chr5H" "12_21036" 428664213 57.04
"Hordeum vulgare" "chr5H" "11_21275" 429162684 57.89
"Hordeum vulgare" "chr5H" "11_21121" 429809128 58.65
"Hordeum vulgare" "chr5H" "11_10641" 430583759 59.72
"Hordeum vulgare" "chr5H" "11_21239" 430859555 60.21
"Hordeum vulgare" "chr5H" "12_30966" 431155686 60.21
"Hordeum vulgare" "chr5H" "12_20278" 431232656 59.72
"Hordeum vulgare" "chr5H" "12_10203" 431234620 59.72
"Hordeum vulgare" "chr5H" "12_30007" 432053873 60.21
"Hordeum vulgare" "chr5H" "11_11249" 432317868 60.21
"Hordeum vulgare" "chr5H" "11_20392" 432571623 60.21
"Hordeum vulgare" "chr5H" "12_30080" 433557746 60.21
"Hordeum vulgare" "chr5H" "12_11438" 434203361 59.72
"Hordeum vulgare" "chr5H" "12_20350" 439790483 61.88
"Hordeum vulgare" "chr5H" "12_10548" 440249924 62.62
"Hordeum vulgare" "chr5H" "12_30719" 440710417 63.33
"Hordeum vulgare" "chr5H" "12_20297" 440715367 63.33
"Hordeum vulgare" "chr5H" "12_10953" 440912938 63.93
"Hordeum vulgare" "chr5H" "12_20818" 441351701 64.79
"Hordeum vulgare" "chr5H" "11_21309" 444210097 64.77
"Hordeum vulgare" "chr5H" "11_21001" 446729591 63.93
"Hordeum vulgare" "chr5H" "11_20367" 447025024 63.93
"Hordeum vulgare" "chr5H" "12_21128" 448740048 68.21
"Hordeum vulgare" "chr5H" "11_21133" 449166980 67.66
"Hordeum vulgare" "chr5H" "11_10183" 450161375 67.66
"Hordeum vulgare" "chr5H" "11_10127" 450281441 68.21
"Hordeum vulgare" "chr5H" "12_10634" 451347168 68.21
"Hordeum vulgare" "chr5H" "11_20236" 453683370 68.21
"Hordeum vulgare" "chr5H" "12_10633" 454077830 69.29
"Hordeum vulgare" "chr5H" "11_20096" 455674188 70.9
"Hordeum vulgare" "chr5H" "11_10167" 456497796 71.93
"Hordeum vulgare" "chr5H" "12_10140" 456740977 71.93
"Hordeum vulgare" "chr5H" "11_20736" 457963886 72.68
"Hordeum vulgare" "chr5H" "12_11515" 457964555 72.68
"Hordeum vulgare" "chr5H" "11_20645" 460769116 74.83
"Hordeum vulgare" "chr5H" "12_30314" 462090885 74.83
"Hordeum vulgare" "chr5H" "11_21445" 463280658 74.83
"Hordeum vulgare" "chr5H" "11_21480" 467454452 78.19
"Hordeum vulgare" "chr5H" "11_11355" 468392107 77.75
"Hordeum vulgare" "chr5H" "12_31427" 469558377 79.52
"Hordeum vulgare" "chr5H" "12_10674" 470373560 80.18
"Hordeum vulgare" "chr5H" "12_31361" 472737174 80.18
"Hordeum vulgare" "chr5H" "11_10524" 474325512 82.42
"Hordeum vulgare" "chr5H" "11_21150" 474574103 83.17
"Hordeum vulgare" "chr5H" "12_10930" 475527358 83.17
"Hordeum vulgare" "chr5H" "12_21497" 475674938 83.17
"Hordeum vulgare" "chr5H" "11_10578" 476246425 83.8
"Hordeum vulgare" "chr5H" "12_11134" 479550548 86.08
"Hordeum vulgare" "chr5H" "12_30533" 480086460 86.74
"Hordeum vulgare" "chr5H" "11_20097" 481068437 88.05
"Hordeum vulgare" "chr5H" "12_31271" 481072570 86.08
"Hordeum vulgare" "chr5H" "11_20526" 481408244 86.08
"Hordeum vulgare" "chr5H" "11_10518" 483244403 88.05
"Hordeum vulgare" "chr5H" "11_10771" 483457537 88.05
"Hordeum vulgare" "chr5H" "11_11473" 484996766 89.37
"Hordeum vulgare" "chr5H" "11_20449" 485079801 90.07
"Hordeum vulgare" "chr5H" "11_20850" 485247246 90.07
"Hordeum vulgare" "chr5H" "12_10408" 485544529 90.07
"Hordeum vulgare" "chr5H" "11_10414" 489496963 93.22
"Hordeum vulgare" "chr5H" "11_10622" 489569515 91.33
"Hordeum vulgare" "chr5H" "11_20327" 489780616 93.22
"Hordeum vulgare" "chr5H" "11_21421" 489999582 91.98
"Hordeum vulgare" "chr5H" "11_11350" 490201434 93.66
"Hordeum vulgare" "chr5H" "12_20403" 490865861 94.4
"Hordeum vulgare" "chr5H" "11_20018" 491067341 93.66
"Hordeum vulgare" "chr5H" "12_30098" 491253410 94.4
"Hordeum vulgare" "chr5H" "12_10077" 492625487 95.11
"Hordeum vulgare" "chr5H" "11_20134" 492625581 95.11
"Hordeum vulgare" "chr5H" "11_20795" 492897381 95.52
"Hordeum vulgare" "chr5H" "11_20549" 492964378 95.11
"Hordeum vulgare" "chr5H" "12_31417" 493513184 96.12
"Hordeum vulgare" "chr5H" "11_10024" 493656322 96.12
"Hordeum vulgare" "chr5H" "11_21314" 494004325 96.12
"Hordeum vulgare" "chr5H" "11_21321" 494319183 97.49
"Hordeum vulgare" "chr5H" "12_10844" 494378064 97.49
"Hordeum vulgare" "chr5H" "11_21168" 494398187 98.2
"Hordeum vulgare" "chr5H" "11_10834" 494772390 98.2
"Hordeum vulgare" "chr5H" "12_30854" 495011113 98.2
"Hordeum vulgare" "chr5H" "12_30855" 495011194 96.12
"Hordeum vulgare" "chr5H" "12_30850" 495100065 98.2
"Hordeum vulgare" "chr5H" "12_30846" 495710725 98.2
"Hordeum vulgare" "chr5H" "12_30852" 495947520 98.2
"Hordeum vulgare" "chr5H" "11_20320" 495948201 98.85
"Hordeum vulgare" "chr5H" "11_21061" 496480046 99.39
"Hordeum vulgare" "chr5H" "12_30705" 496639755 103.01
"Hordeum vulgare" "chr5H" "11_20805" 497128184 103.01
"Hordeum vulgare" "chr5H" "12_10507" 497523084 103.01
"Hordeum vulgare" "chr5H" "11_11273" 498130003 105.69
"Hordeum vulgare" "chr5H" "11_21390" 499375740 106.36
"Hordeum vulgare" "chr5H" "12_30056" 499522593 107.19
"Hordeum vulgare" "chr5H" "11_10477" 500262276 107.19
"Hordeum vulgare" "chr5H" "12_30456" 500331244 107.19
"Hordeum vulgare" "chr5H" "12_10752" 502219081 103.74
"Hordeum vulgare" "chr5H" "12_30619" 504764082 108.28
"Hordeum vulgare" "chr5H" "11_11341" 504886747 108.28
"Hordeum vulgare" "chr5H" "11_11200" 506704287 109.48
"Hordeum vulgare" "chr5H" "11_20883" 508503108 134.55
"Hordeum vulgare" "chr5H" "12_11245" 512130923 113.51
"Hordeum vulgare" "chr5H" "11_10094" 512433767 114.14
"Hordeum vulgare" "chr5H" "11_20629" 513739964 114.82
"Hordeum vulgare" "chr5H" "11_20637" 514622986 115.76
"Hordeum vulgare" "chr5H" "12_11298" 514627876 115.45
"Hordeum vulgare" "chr5H" "12_30524" 515221721 116.66
"Hordeum vulgare" "chr5H" "12_31278" 516378511 117.32
"Hordeum vulgare" "chr5H" "11_11507" 516847196 118.16
"Hordeum vulgare" "chr5H" "11_21422" 518466802 118.9
"Hordeum vulgare" "chr5H" "12_20045" 518803785 119.65
"Hordeum vulgare" "chr5H" "12_30377" 519498155 121.01
"Hordeum vulgare" "chr5H" "11_20347" 520202124 121.67
"Hordeum vulgare" "chr5H" "11_11024" 520367853 121.67
"Hordeum vulgare" "chr5H" "11_10360" 520370748 121.67
"Hordeum vulgare" "chr5H" "12_30590" 520545828 121.67
"Hordeum vulgare" "chr5H" "12_30169" 520570901 121.67
"Hordeum vulgare" "chr5H" "11_20003" 520604285 121.67
"Hordeum vulgare" "chr5H" "12_30611" 520870761 121.67
"Hordeum vulgare" "chr5H" "11_21203" 521102312 121.67
"Hordeum vulgare" "chr5H" "11_20653" 521112277 121.67
"Hordeum vulgare" "chr5H" "11_20300" 521248353 122.33
"Hordeum vulgare" "chr5H" "12_10228" 521250715 121.67
"Hordeum vulgare" "chr5H" "11_10805" 521346690 122.33
"Hordeum vulgare" "chr5H" "12_11535" 521471144 121.67
"Hordeum vulgare" "chr5H" "11_21325" 522595473 123.12
"Hordeum vulgare" "chr5H" "12_11472" 522658818 123.98
"Hordeum vulgare" "chr5H" "11_11375" 522696418 123.12
"Hordeum vulgare" "chr5H" "12_30067" 523348933 123.78
"Hordeum vulgare" "chr5H" "11_10146" 524805307 124.43
"Hordeum vulgare" "chr5H" "11_20298" 525049108 125.09
"Hordeum vulgare" "chr5H" "11_20259" 525055374 125.09
"Hordeum vulgare" "chr5H" "11_21247" 525226508 125.09
"Hordeum vulgare" "chr5H" "12_21471" 525238666 125.09
"Hordeum vulgare" "chr5H" "11_11090" 525238694 125.09
"Hordeum vulgare" "chr5H" "11_21177" 525436898 125.09
"Hordeum vulgare" "chr5H" "11_10092" 526357411 137.03
"Hordeum vulgare" "chr5H" "11_10521" 526656245 129.61
"Hordeum vulgare" "chr5H" "11_10705" 527244082 125.09
"Hordeum vulgare" "chr5H" "11_10783" 527496559 130.32
"Hordeum vulgare" "chr5H" "12_30869" 527779231 130.98
"Hordeum vulgare" "chr5H" "12_30668" 527784124 130.98
"Hordeum vulgare" "chr5H" "11_11080" 528059003 130.98
"Hordeum vulgare" "chr5H" "11_20188" 528148118 130.98
"Hordeum vulgare" "chr5H" "12_30930" 528152948 132.32
"Hordeum vulgare" "chr5H" "12_30929" 528159681 132.32
"Hordeum vulgare" "chr5H" "11_21241" 529087995 131.64
"Hordeum vulgare" "chr5H" "12_31237" 529178690 132.32
"Hordeum vulgare" "chr5H" "11_10095" 529512104 132.32
"Hordeum vulgare" "chr5H" "11_20884" 530982963 132.32
"Hordeum vulgare" "chr5H" "11_10855" 531217950 132.32
"Hordeum vulgare" "chr5H" "12_30635" 531591134 135.62
"Hordeum vulgare" "chr5H" "11_10845" 532949811 136.94
"Hordeum vulgare" "chr5H" "11_11532" 533163089 136.94
"Hordeum vulgare" "chr5H" "12_31366" 533604890 136.94
"Hordeum vulgare" "chr5H" "11_11071" 533903757 136.94
"Hordeum vulgare" "chr5H" "11_20551" 535568755 138.25
"Hordeum vulgare" "chr5H" "11_10658" 535904625 139
"Hordeum vulgare" "chr5H" "12_30556" 535906621 139
"Hordeum vulgare" "chr5H" "11_20375" 535985632 139
"Hordeum vulgare" "chr5H" "11_10819" 536019700 139
"Hordeum vulgare" "chr5H" "12_31217" 536726887 139.63
"Hordeum vulgare" "chr5H" "11_11092" 537505181 140.14
"Hordeum vulgare" "chr5H" "12_30833" 538489525 140.14
"Hordeum vulgare" "chr5H" "11_20008" 538586367 141.48
"Hordeum vulgare" "chr5H" "11_20676" 539109159 141.88
"Hordeum vulgare" "chr5H" "11_20731" 539261070 141.88
"Hordeum vulgare" "chr5H" "12_31234" 539419387 141.88
"Hordeum vulgare" "chr5H" "12_31182" 539586611 141.88
"Hordeum vulgare" "chr5H" "11_21077" 540733032 143.29
"Hordeum vulgare" "chr5H" "11_10080" 541269093 143.29
"Hordeum vulgare" "chr5H" "11_20100" 541784042 144.6
"Hordeum vulgare" "chr5H" "12_31050" 541937081 143.29
"Hordeum vulgare" "chr5H" "11_10557" 542359350 144.6
"Hordeum vulgare" "chr5H" "11_11441" 542878900 143.29
"Hordeum vulgare" "chr5H" "11_20568" 543501540 143.29
"Hordeum vulgare" "chr5H" "12_30580" 543805831 143.94
"Hordeum vulgare" "chr5H" "12_30400" 543843567 143.94
"Hordeum vulgare" "chr5H" "11_21297" 544172550 145.9
"Hordeum vulgare" "chr5H" "11_20791" 544177868 145.9
"Hordeum vulgare" "chr5H" "12_31206" 544288091 144.6
"Hordeum vulgare" "chr5H" "12_10333" 544701542 147.49
"Hordeum vulgare" "chr5H" "11_20388" 544701772 146.55
"Hordeum vulgare" "chr5H" "12_31165" 545214551 147.49
"Hordeum vulgare" "chr5H" "12_30062" 545392781 147.49
"Hordeum vulgare" "chr5H" "11_21360" 545407110 147.49
"Hordeum vulgare" "chr5H" "11_10363" 545569502 147.49
"Hordeum vulgare" "chr5H" "12_10904" 547473951 147.49
"Hordeum vulgare" "chr5H" "12_30183" 547853317 147.49
"Hordeum vulgare" "chr5H" "12_30795" 548022842 148.58
"Hordeum vulgare" "chr5H" "12_31221" 548300026 148.58
"Hordeum vulgare" "chr5H" "11_21355" 548676580 149.94
"Hordeum vulgare" "chr5H" "11_10589" 548717342 149.94
"Hordeum vulgare" "chr5H" "11_10217" 548763390 149.94
"Hordeum vulgare" "chr5H" "12_10016" 549083563 149.94
"Hordeum vulgare" "chr5H" "11_20104" 549112940 149.94
"Hordeum vulgare" "chr5H" "11_11490" 549920679 150.29
